Paperplane,https://www.paperplane.ai/,Audio,"$1,000,000","Jackson Moses, Bloomberg Beta, Afore Capital",2021,"New York, NY",Speech to text / data organization,M
Aug X Labs,https://www.augxlabs.com/,Video,"$1,000,000",Untapped Capital,2021,New York City,Multi-user video dev tool,Y
Linguix,https://linguix.com/,Text,"$1,000,000","Antler, Flyer One Ventures, Grishin Robotics, Nitrx Capital LLC",2018,"Miami, United States",Writing/Editing,M
Correcto,https://correcto.es/,Text,"$1,000,000",Asymmetry Ventures,2021,"London, UK",Writing / editing (Spanish),M
neuroflash,https://neuroflash.com/,Text,"$1,000,000","Microsoft Accelerator Berlin, Michael Diehl",2017,"Hamburg, Germany",Marketing content generation,Y
Consensus,https://consensus.app/,Semantic Search,"$1,000,000","Winklevoss Capital, Sam Parr, Joe Speiser, Permit Ventures, Bettor Capital, and 4 others",2021,"Boston, United States",Scientific Search / data organization,M
TextCortex AI,https://textcortex.com/,Text,"$1,000,000","btov Partners, Speedinvest, Amar Shah, Holger Hengstler, Entrepreneur First",2021,"Berlin, Germany",Marketing content generation,Y
Cerebrate AI,https://cerebrate.ai/beta/,MLOps/Platform,"$1,000,000",Yakov Livshits,2021,Israel,AI as a service platform,
Dubverse,https://dubverse.ai/,Audio,"$800,000",Kalaari Capital,2021,"Gurgaon, India",Video dubbing,M
Edgi Learning,https://www.edgibot.com/,Chatbot/Conversational AI,"$685,000","LearnStart, Twenty Seven Ventures, Avalanche VC, Copper Wire Ventures",2021,"Brooklyn, NY",Homework assistant / chatbot,
Accomplice,https://accomplice.ai,Image,"$520,000","Tinyseed, Splash Capital",2021,"Charlotte, NC",AI-generated stock photos,
Pilot,https://www.getpilot.ai/,Audio,"$500,000","L2 Ventures, Pioneer Fund, Y Combinator",2022,"Walnut, United States",Speech to text / data organization,M
UberDuck,https://uberduck.ai/,Audio,"$500,000",Y Combinator,2022,"Seattle, WA",Voiceovers,Y
AskEdith,https://www.askedith.ai/,Code,"$500,000",Boost VC,2022,"Santa Clara, United States",Data queries / SQL,Y
Rubbrband,https://rubbrband.com/,MLOps/Platform,"$500,000",Y Combinator,2022,"San Francisco, CA",Open-source ML training,Y
Maya,https://mayalabs.io/,Code,"$500,000","First Cheque, India Quotient, Titan Capital, Y Combinator",2020,"Bangalore, India",Software generation,Y
Harmonai,https://www.harmonai.org/,Audio,"$500,000","Alchemist Accelerator, Emerging Ventures, IU Ventures",2020,"Allentown, PA",Audio generation,Y
Glasp,https://glasp.co/,Summarization,"$500,000",CyberAgent VC,2021,"San Francisco, CA",Note summarization / annotation,
AudioLabs,https://www.audiolabs.io,Video,"$360,000","Founders & execs from Cloudinary, WSC Sports, BrightData, Piggy, Nas Daily & more",2021,"Tel Aviv, Israel",Podcast to shortform clips,
Sapling.ai,https://sapling.ai,Chatbot/Conversational AI,"$330,000",Y Combinator,2019,"San Francisco, CA",AI messaging assistant,
GoCharlie,https://gocharlie.ai/,Text,"$330,000","Alchemist Accelerator, Emerging Ventures, IU Ventures",2021,"Allentown, United States",Marketing content creation,Y
Sage SEO,https://www.sageseo.ai/,Text,"$325,000","Conscious Venture Fund, Nathan Stoll",2020,"Philadelphia, PA
",generates Google Search results,
Parsnip,https://www.parsnip.ai/,Game,"$300,000","Luis von Ahn, Severin Hacker, Jacob Peters, Zach Goldberg, Mark Miller, Barry Huang, and other angels",2020,"New York, NY",Cooking education,
Unthink AI,https://unthink.ai/,Code,"$285,000","HBAR Fund, George Brody, Anto Thomas",2022,"Dallas, TX",E-Commerce web page generation,
Scholarcy,https://www.scholarcy.com/,Summarization,"$240,000",,2019,"Covent Garden, United Kingdom",Summarization,Y
Seenapse,https://www.seenapse.it/,Text,"$230,000","Nazca Ventures, Wayra",2014,Mexico City,Idea generation,
Lumen5,https://lumen5.com/,Video,"$220,000","New Ventures BC, Creative Destruction Lab (CDL), NEXT Canada, BCF Ventures",2016,"Vancouver, Canada","Text to Video, Video creation/editing",Y
Kaedim,https://www.kaedim3d.com/,Image,"$200,000",,2020,"London, UK",2D to 3D image generation,
BeyondWords,https://beyondwords.io/,Audio,"$200,000","Innovate UK, Newark Venture Partners, Meyvn",2016,"London, UK",Text to speech & speech to text,M
Samplead,https://samplead.co/,Text,"$200,000",Fusion LA,2022,"Tel Aviv, IL",Personalized Emails (Sales),
Letterdrop,https://letterdrop.com/,Text,"$150,000",Y Combinator,2020,"San Francisco, CA",Marketing content operations,Y
Hypotenuse AI,https://www.hypotenuse.ai/,Text,"$150,000","Allison Pickens, Cabra VC, CP Ventures, EGR Partners, January Capital, Protege Ventures, Smart Partnership Capital, Smile Group, Y Combinator, Zentani Capital",2020,"Mountain View, United States",AI Content,Y
reKnow,https://www.reknow.io,Text,"$150,000",Skalata Ventures,2021,"Canberra, Australia",AI text generation and repurposing,
Write with LAIKA,https://www.writewithlaika.com/,Text,"$150,000",Innovationsfonden,2022,"Copenhagen, Denmark",Personalised AI for writers,Y
Metaphor,https://metaphor.systems/,Semantic Search,"$130,000","Helium-3 Ventures, Y Combinator, Atypical Ventures, Lombardstreet Ventures, Pioneer Fund, Pi Campus",2021,"New York, NY",Video/Image Search,N
Poly,https://withpoly.com/,Image,"$130,000",Y Combinator,2022,"Santa Monica, CA",Design,Y
CopyMonkey,https://copymonkey.ai/,Text,"$130,000","JOINT JOURNEY, River Venture Partners, Herman Kienhuis, Angels Band, EMERGE",2020,"Riga, Latvia",Marketing / E-Commerce Listings,Y
MutableAI,https://mutable.ai/,Code,"$130,000","AIX Ventures, Y Combinator",2021,"Pittsburgh, United States",Code Generation / Quality,Y
Incentivai,https://www.incentivai.co/,Chatbot/Conversational AI,"$125,000","Y Combinator, Amino Capital, Vy Capital",2018,"San Francisco, CA",Automated Virtual Agents,Y
Quickchat,https://www.quickchat.ai/,Chatbot/Conversational AI,"$125,000",Y Combinator,2019,Poland,AI Assistants,Y
Replicate,https://replicate.com/,Image,"$125,000",Y Combinator,2019,"Culver City, United States",Open Source Art generation,Y
Enzyme,https://enzyme.so/,Code,"$120,000",Techstars,2020,"Denver, CO",Web App Builders,Y
Steve,https://www.steve.ai/,Video,"$110,000",,2020,CA,Text to Video,Y
Koalluh,http://koalluh.com/,Text,"$100,000",Character,2022,"Atlanta, GA",Story creation for kids,
Cass,https://www.cass.ai/,Chatbot/Conversational AI,"$100,000",,2014,"San Francisco, CA",Automated Virtual Agents (Healthcare),Y
YoDayo,https://yodayo.com/,Image,"$100,000",Friends and Family,2021,"New York, NY",Anime art generation,
Broca,https://www.usebroca.com/,Text,"$80,000","Forum Ventures, Right Side Capital Management",2020,"Vancouver, Canada",Content creation,Y
Elai,https://elai.io/,Video,"$60,000","Startup Wise Guys, SID Venture Partners",2021,"Lewes, US",Text to Video,Y
Listnr,https://www.listnr.tech/,Audio,"$30,000","First Cheque, India Quotient, Titan Capital, Y Combinator",2020,"Bangalore, India",Voice generation,Y
Maket,https://www.maket.ai/,Image,"$20,000","NEXT Canada, Pareto Holdings, Front Row Ventures, Techstars, Dispatch Ventures, Edward Lando, Nadav Ben-Chanoch",2019,"Montreal, Canada",Architecture planning,Y
DeepWord,https://www.deepword.co/,Video,"$20,000","Elevate Ventures, IU Ventures",2020,"Bloomington, US",Personalized videos,Y
Creatext,https://www.creatext.ai/,Text,"$20,000",Techstars,2020,"Berlin, Germany",Sales Prospecting / email generation,Y
Seek,https://www.seek.ai/,Code,"$10,000","ARC Angel Fund, Differential Ventures, Function Collective",2021,"New York, NY",Data queries / SQL,Y
hi4.ai,https://hi4.ai/,Classification,,"Roberto Singler, Nir Lavion",2020,"Tel Aviv, IL",Data labeling/tagging,
Social Keyboard,https://www.socialkeyboardapp.com/,Chatbot/Conversational AI,,,2022,"Palo Alto, CA",Translate and rewrite messages,
Vizologi,https://vizologi.com/,Text,,Pedro Trillo García,2019,Spain,AI generated answers,
Napkin,https://www.napkin.one/,Classification,,,2021,"Zurich, Switzerland",Text classification / organization,N
LALAL,https://www.lalal.ai/,Audio,,,2020,"Zug, Switzerland",Audio quality,Y
Surfer,https://surferseo.com/,Text,,,2017,"Wroclaw, Poland",Marketing content generation,Y
NovelAI,https://novelai.net/,Text,,,2021,"Wilmington, United States",Writing (stories),Y
UnScreen,https://www.unscreen.com/,Video,,Canva,2017,"Wien, Austria",Video creation/editing,M
Rytr,https://rytr.me/,Text,,"500 Global, Purvi Capital LLC, Rajan Anandan",2021,"Walnut, United States",Content creation,Y
NLP Cloud,https://nlpcloud.com/,MLOps/Platform,,,2021,"Villard-de-Lans, France",Model development,Y
Removebg,https://www.remove.bg/,Image,,Canva,2018,"Vienna, Austria",Background removal,Y
Nyx.gallery,https://nyx.gallery/,Image,,,2022,"Vaud, Switzerland",Art generation,Y
Quantamix Solutions,https://quantamixsolutions.com/,Text,,,2019,"Uithoorn, The Netherlands",Content automation,Y
Craftly.ai,https://www.craftly.ai/,Text,,,2021,"Toronto, Canada",Copywriting,Y
GenieLabs,https://www.genielabs.tech/,Video,,,2022,"TelAviv, Israel",3D Models/Scenes,Y
Shuffll,https://shuffll.com/,Video,,,2022,"Tel Aviv, Israel",Multi-user video dev tool,Y
Bria,https://bria.ai/,Image,,"Entree Capital, TLV Seed, IN Venture",2020,"Tel Aviv-yafo, Israel",Image Generation,Y
Kafkai,https://kafkai.com/,Text,,,2018,"Tallinn, Estonia",Marketing content creation,Y
Qopywriter.ai,https://qopywriter.ai/,Text,,,2021,"Tallin, Estonia",Copywriting,Y
Smartwriter.ai,https://www.smartwriter.ai/,Text,,,2021,"Sydney, Australia",Personalized Emails (Sales),Y
VectorAI,https://getvectorai.com/,Classification,,"Artesian Capital Management, Galileo Ventures",2020,"Sydney, Australia",Image Similarity,N
NightCare,https://creator.nightcafe.studio/,Image,,,2019,"Sydney, Australia",Image Generation,Y
Outwrite,https://www.outwrite.com/,Text,,,2015,"Sydney, Australia",Writing/Editing,M
Interior AI,https://interiorai.com/,Image,,,2022,Spain,Interior Design,Y
Moonbeam,https://www.gomoonbeam.com/,Text,,,2022,"Sheridan, United States",Writing (automated),Y
Ponzu,https://www.ponzu.gg/,Image,,South Park Commons,2022,SF,Marketing,Y
Beewriter,https://www.beewriter.com/,Text,,,2020,"Seattle, Washington",Writing/Editing,M
Gooey.ai,https://www.gooey.ai/,Image,,"Blume Ventures, Techstars",2022,Seattle,Image Generation,Y
Capacities,https://capacities.io/,Classification,,Media Lab Bayern,2022,"Sankt Wendel, Germany",Note taking / data organization,N
Opus,https://opus.ai/,Video,,,2019,"San Mateo, CA",Text to Video,Y
Mirage,https://www.mirageml.com/,Image,,,2022,"San Francisco, CA",3D Generation,Y
Osmosis,https://osmosis.studio/,Image,,,2022,"San Francisco, CA",Ad generation,Y
Elicit,https://elicit.org/,Summarization,,,2022,"San Francisco, CA",Data search / summarization,Y
Tome,https://tome.com/,Summarization,,"Better Tomorrow Ventures, Page One Ventures, Quiet Capital",2021,"San Francisco, CA",Content summarization,Y
Fabius,https://www.fabius.io/,Audio,,,2020,"San Francisco, CA",Data Analysis,M
Topic,https://www.usetopic.com/,Text,,"CMI Marketing, CafeMedia",2019,"San Francisco, CA",Content creation (SEO),Y
Blackbox,https://www.useblackbox.io/,Code,,,2019,"San Francisco, CA",Code Completion / Search,Y
Debuild,https://debuild.app/,Code,,"Adam D'Angelo, Amjad Masad, Brianne Kimmel, Calvin French-Owen, Charlie Cheever, Expo Capital Management, Garry Tan, James Higa, Jason Warner, Joshua Buckley, Rahul Vohra, Tom Brown, Work Life Ventures",2018,"San Francisco, CA",Web App Builder,Y
Growth Marketing Pro,https://www.growthmarketingpro.com/,Text,,,2017,"San Francisco, CA",Growth Marketing / SEO Content generation,Y
Midjourney,https://www.midjourney.com/,Image,,,2007,"San Francisco, CA",Research Lab,Y
Lexica,https://lexica.art/,Image,,,2022,"San Francisco, CA",Image Generation,Y
Jenni,https://jenni.ai/,Text,,,2015,"San Diego, CA",Text generation (AI writer),Y
Headlime,https://headlime.com/,Text,,,2020,"Roden, Netherlands",Marketing copywriting,Y
Nichesss,https://nichesss.com/,Text,,,2020,"Rio de Janeiro, Brazil",Text generation (AI writer),Y
Copy Shark,https://www.copyshark.ai/,Text,,,2021,"Richmond Hill, Canada",Content/Copy creation,Y
AI Writer,https://ai-writer.com/,Text,,,2015,"Regensburg, Germany",Marketing / Content creation,Y
Neural.love,https://neural.love/,Image,,,2020,"Pudisoo, Estonia",Photo enhancement,Y
Tailorbird,https://www.tailorbird.us/,Image,,"Bloomberg Beta, FJ Labs, NFX, Moderne Ventures",2020,"Princeton, New Jersey",Architecture planning,Y
LanguageTool,https://languagetool.org/,Text,,,2017,"Potsdam, Germany",Writing editor / improver,M
DigitalFirst,https://www.digitalfirst.ai/,Text,,,2021,Poland,Marketing / content generation,Y
CodePilot.ai,https://codepilot.netlify.app/,Code,,,2016,"Plano, United States",Code Search / Developer Profiles,Y
Contenda,https://contenda.co/,Text,,"Basis Set Ventures, Cassidy Williams, Contrary Capital, Eliot Horowitz, Jim O'Neill, Rough Draft Ventures, Scribble Ventures",2021,"Philadelphia, United States",Marketing content creation,Y
AdCreative,https://www.adcreative.ai/,Image,,,2021,"Paris, France",Ad generation / recommendations,Y
Mark,https://www.markcopy.ai/,Text,,,2021,"Paris, France",Content creation,Y
Samespace,https://www.samespace.com/,Chatbot/Conversational AI,,,2015,"Palo Alto, CA",Contact Center,Y
ProWritingAid,https://prowritingaid.com/,Text,,,2013,"Oxford, United Kingdom",Writing/Editing,M
Closers Copy,https://www.closerscopy.com/,Text,,,2020,"Osterode am Harz, Germany",Content/Copy creation,Y
excelformulabot,https://excelformulabot.com/,Code,,,2022,"Orlando, FL",Excel Querying,Y
Sonify,https://www.sonify.io/,Audio,,,2019,NYC,Data to music,Y
MetaDialog,https://metadialog.com/,Chatbot/Conversational AI,,,2020,"Newton, United States",Automated Virtual Agents,Y
Lavender,https://www.lavender.ai/,Text,,"Aneil Johal, Asymmetric Capital Partners, Christopher Wheeler, Ganesh Ramakrishnan, Troy Osinoff",2020,"New York, NY",Sales email generation,Y
ArtBreeder,https://www.artbreeder.com/,Image,,,2019,"New York, NY",Art generation,Y
Mage.space,https://www.mage.space/,Image,,,2019,"New York, NY",Art generation,Y
Hemingway,https://hemingwayapp.com/,Text,,,2013,"New York, NY",Writing/Editing,M
Stenography,https://stenography.dev/,Code,,,2021,"New York City, United States",Code Documentation,Y
Starryai,https://www.starryai.com/,Image,,,2021,"New York City, United States",Art generation,Y
Thundercontent,https://thundercontent.com/,Text,,,2021,"New York City, United States",Marketing content creation,Y
Maestra,https://maestrasuite.com/,Audio,,,2018,New York City,Voice transcription,M
GAN,https://gan.inc/,Video,,"Scalable Ventures, Surge (Accelerator)",2021,"New Delhi, India",Personalized videos,Y
TLDR This,https://tldrthis.com/,Summarization,,,2019,"New Delhi, India",Summarization,Y
Lyne.ai,https://lyne.ai/,Text,,,2020,"Nashville, United States",Data products / sales outreach,Y
LongShot AI,https://www.longshot.ai/,Text,,,2021,"Mumbai, India",Blogs,Y
Trinka,https://www.trinka.ai/,Text,,,2020,"Mumbai, India",Writing/Editing,M
Vizcom,https://www.vizcom.ai/,Image,,,2021,"Mountain View, United States",Drawings,Y
ChibiAI,https://chibi.ai/,Text,,,2021,"Mount Vernon, United States",Text generation (AI Writer),Y
Alpaca,https://www.getalpaca.io/,Image,,,2022,"Montreal, Canada",Photo enhancement,Y
ABtesting.ai,https://abtesting.ai/,Text,,,2019,"Montevideo, Uruguay",Marketing & A/B Testing,Y
Reach,https://www.magicreach.ai/,Text,,,2021,"Milan, Italy",Personalized Emails (Sales),Y
Outranking,https://www.outranking.io/,Text,,,2016,"Middletown, United States",Content creation (SEO),Y
ContentBot.ai,https://contentbot.ai/,Text,,LianLian Pay,2021,"Miami, United States",Marketing content creation,Y
Vedia,http://www.vedia.ai/,Video,,Miami Angels,2016,"Miami, FL",Video generation,Y
Character.AI,https://beta.character.ai/,Game,,,2021,"Menlo Park, CA",AI Characters/Avatars,Y
Subtxt,https://subtxt.app/,Text,,,,"Los Angeles, United States",Writing (stories),Y
Copymatic,https://copymatic.ai/,Text,,,2021,"Los Angeles, United States",Marketing content creation,Y
Lex.page,https://lex.page/,Text,,,2022,"Los Angeles, CA",Text generation,Y
Writerly,https://writerly.ai/,Text,,,2022,"London, UK",Content creation (SEO),Y
Penelope,https://www.penelope.ai/,Summarization,,"FFWD London, Oxford University Innovation, Oxygen Accelerator, Innovate UK",2021,"London, UK",Summarization (academic),Y
AutoEnhance.ai,https://www.autoenhance.ai/,Image,,,2021,"London, UK",Photo enhancement,Y
ShortlyAI,https://www.shortlyai.com/,Text,,"Conversion AI, Jasper",2020,"London, UK",Writing (automated),Y
Shakespeare,https://www.shakespeare.ai/,Text,,,2022,"London, UK",Copywriting,Y
Flowful,https://www.flowful.app/,Audio,,,2021,"London, UK",Ambient Music generation,Y
Flawless,https://www.flawlessai.com/,Video,,"JAMCO Capital partners, Inc.",2020,"London, UK",Lip Synced Visualizations,Y
Synthesys,https://synthesys.io/,Video,,,2020,"London, UK",Text to Video,Y
Fluento,https://www.fluento.ai/,Text,,,,"London, England",Learning Languages,Y
Broadn,https://www.broadn.io/,Audio,,,2022,"London, UK",Audio content curation,N
Seo.ai,https://seo.ai/,Text,,,,"Kongens Lyngby, Denmark",Content creation (SEO),Y
Basch,https://www.basch.io/,Video,,,2021,"Karnataka, India",Text to Video,Y
Crait AI,http://crait.it/,Image,,,2022,"Istanbul, Turkey",AI powered product photography,Y
AI2sql,https://www.ai2sql.io/,Code,,,2021,"Istanbul, Turkey",Data queries / SQL,Y
Fliki,https://fliki.ai/,Video,,,2022,"Delaware, US",Text to Video,Y
Peppertype.ai,https://www.peppertype.ai/,Text,,,2020,India,Marketing / content generation,Y
INK,https://inkforall.com/,Text,,,2019,"Houston, United States",NLO / content generation,Y
Craiyon,https://www.craiyon.com/,Image,,,2022,"Houston, TX",Art generation,Y
LEX,https://lexai.co/en,Summarization,,Innovationsstarter,2021,"Hamburg, Germany",Legal summarization / search,Y
Hume,https://www.gethume.com/,Summarization,,,2021,"Gothenburg, Sweden",Interview analysis,Y
Clickable,https://www.clickable.so/,Text,,"Evening Fund, Musha Ventures, Y Combinator, Zentani Capital",2022,"Goteborg, Sweden",Ad Creation,Y
Deep Dream Generator,https://deepdreamgenerator.com/,Image,,,2015,"Fremont, United States",Image generation,Y
Musico,https://www.musi-co.com/,Audio,,,2019,"Eindhoven, Netherlands",Song generation,Y
Consizely,https://consizely.com/,Summarization,,,2021,"Dublin, CA",Summarization,Y
Play,https://play.ht/,Audio,,,2016,"Dubai, UAE",Text to Speech,Y
NeuralText,https://www.neuraltext.com/,Text,,Aurelia Ventures,2021,"Dover, United States",Content automation,Y
Zubtitle,https://zubtitle.com/,Video,,,2018,"Charleston, SC",Subtitles,M
Aragon,https://www.aragon.ai/,Image,,,2022,CA,Design,Y
Nyle,https://www.nyle.ai/,Text,,,2019,"Brooklyn, NY",E-Commerce Growth,Y
ReadSpeaker,https://www.readspeaker.ai/,Audio,,,1999,Boston,Text to Speech,M
Blend,https://www.blendnow.com/,Image,,"3one4 Capital, Blume Ventures, Graycell Ventures, PointOne Capital, Superb Capital, Surge (Accelerator)",2021,"Bengaluru, India",Photo to Ad,Y
Geniverse,https://geniverse.co/,Image,,,2022,"Barcelona, Spain",Image generation,Y
Conto,https://www.conto.ai/,Text,,,2021,"Barcelona, Spain",Content/Copy creation,Y
Fermat,https://fermat.ws/,MLOps/Platform,,MK Venture Capital,2018,"Barcelona, Spain",Image / Text / Content generation,Y
Glimpse.ai,https://www.glimpse.ai/,Text,,,2020,"Baltimore, United States",Natural Langauge Generation,Y
Article Forge,https://www.articleforge.com/,Text,,,2015,"Baltimore, United States",Content creation,Y
MirryAI,https://www.mirry.ai/main,Data,,,2021,"Atlanta, United States",Synthetic Data,Y
Bertha.ai,https://bertha.ai/,Text,,,2021,"Ascot, United Kingdom",Marketing / Copywriting,Y
Textmetrics,https://www.textmetrics.com/,Text,,"OostNL, Filsa Capital",2015,"Arnhem, The Netherlands",Writing/Editing,M
AISEO,https://aiseo.ai/,Text,,,2021,"Amsterdam, Netherlands",Marketing / Copywriting,Y
podcast.ai,https://podcast.ai/,Audio,,,,,Voice Synthesis / Generation,Y
MDM,https://arxiv.org/abs/2209.05710,Bio,,,,,3D Bio molecule generation,Y
Amazon CodeWhisperer,https://aws.amazon.com/codewhisperer/,Code,,,,,Code Completion / Documentation,Y
Amazing Photos,https://amazing.photos/,Image,,,,,Image Generation,Y
Avatar AI,https://avatarai.me/,Image,,,,,Image Generation,Y
DrawAnyone,https://drawanyone.com/,Image,,,,,Image Generation,Y
DreamFusion,https://dreamfusion3d.github.io/,Image,,,,,3D image generation,Y
Nvidia Get 3D,https://nv-tlabs.github.io/GET3D/,Image,,,,,3D images,Y
Profile Picture,https://www.profilepicture.ai/,Image,,,,,Image Generation,Y
Strmr,https://www.strmr.com/,Image,,,,,Image Generation,Y
Phaito,https://www.phaito.com/,Image,,,,,photo auto-editing,Y
Deep Mind Gopher,https://gpt3demo.com/apps/deepmind-gopher,Text,,,,,Text generation,Y
Facebook OPT,https://github.com/facebookresearch/metaseq/tree/main/projects/OPT,Text,,,,,Text Generation,Y
Galactica/Amazon,https://galactica.org/,Text,,,,,Formula to Text,Y
Magic Copy,https://magic-copy.com/,Text,,,,,Marketing content creation,Y
NLP Labs,https://www.nlp-labs.com/,Text,,,,,Text Generation,Y
Salt,https://twitter.com/SALT_VERSE?s=20&t=OwmtcrzVtB6nz-vL-v11KA,Video,,,,,Film generation,Y
Deep Design Systems,https://www.deepdesignsystems.com/,Data,,,2022,"A Coruña, Spain",Synthetic Industrial Design,
Pygma,https://pygma.app/,Code,,,2022,,Code Quality,Y
Playground,https://playgroundai.com/,Image,,,2022,,Image Generation,Y
ParagraphAI,https://paragraphai.com/,Text,,,2022,,Writing/Editing,Y
The Culture DAO,https://www.theculturedao.com/,Image,,,2021,,Media/Advertising,Y
NoteVibes,https://notevibes.com/,Audio,,,2020,,Voice Generation,Y
Looria,https://looria.com,Semantic Search,,,2021,Zurich,Search product reviews,
Plnia,https://www.plnia.com/,Summarization,,,2018,,NLP AI,Y
